UniqueID,IDname,IDyear,Title,CAname,CAinst1,CAcountry,CAinst2,CAcountry2,Caspecialty,Caquali,AuthorNum,InstitNum,AuthorOvNum,InstitOvNum,SpecialtyNum,JournalName(fullname),JournalLoc,JournalScop,JournalSubscribe,Article,Field,Level,Class,CatQuanti,DataCollect,Began,Completed,StudySitesNum,Setting,Setting.1,Condition_primary,Condition_secondary,SubjMeasure,ObjMeasure,Intervention
248,Dahlan R,2018,"Development, Testing, and Implementation of a Training Curriculum for Nonphysician Health Workers to Reduce Cardiovascular Disease",Schwalm JD,"Department of Medicine,Division of Cardiology,McMaster University,Hamilton, Ontario, Canada",Canada,"PopulationHealth Research Institute,Hamilton, Ontario, Canada",Canada,Internal Medicine,not stated,16,11,13,8,7,Global Heart,international - out of asia,General- multidiscplinary,2,research - original and reviews,Public health,"Primary (include case reports, case series)",quantitative,prevalence,Cross-sectional,Jan-14,Apr-14,Universiti Teknologi MARA,,University/college/teaching centre,(A) General and unspecified,(K) Circulatory,Subjective- self-report,,No intervention
249,Damodaran P,2000,Profile of a menopause clinic in an urban population in Malaysia,Premitha  Damodaran,"Department of   Obstetrics &   Gynaecology, and   Nuclear MedicineUniversity HospitalLembah PantaiKuala Lumpur 591",Malaysia,,,O&G,master (mmed),5,1,0,0,1,Singapore Medical Journal,regional - within asia,General- multidiscplinary,2,research - original and reviews,Public health,"Primary (include case reports, case series)",quantitative,prevalence,Cross-sectional,"March 1, 1996","August 31, 1997",1,"the  menopause  clinic  of  the  university  hospital,kuala lumpur s",Hospital,(X) Female genital system and breast,NA,Subjective- other's report,Objective- non-operator-dependence eg. lab analyser,No intervention
250,DariahMY,2014,Postnatal urinary incontinence: prevalence and factors associated with it in a Malaysian population,"Dariah Mohd Yusoff,",Universiti Sains Malaysia,Malaysia,"School of Nursing and Midwifery, Flinders University Adelaide, Sturt Rd, Bedford Park SA 5042, Australia",Australia,Nursing,phd (non-clinician),6,3,3,1,3,Medicine & Health,local - malaysia,General- multidiscplinary,1,research - original and reviews,Public health,"Primary (include case reports, case series)",quantitative,prevalence,Cross-sectional,"April, 2008","June, 2008",6,"six maternal  and  child health  (mch)  clinics  in  six  districts in   kelantan,   malaysia",Clinic,"(W) Pregnancy, childbirth, family planning",(U) Urology,Subjective- self-report,,No intervention
251,Darmawan J,2003,"WHO-ILAR COPCORD perspectives past, present, and future",John Darmawan,"WHO-ILAR COPCORD Coordinator 2001–2005,Head, WHO Collaborating Center, Community-based Epidemiology,Prevention, and Treatment of Rheumatic Disease,Seroja Rheumatic Center,Semarang,",Indonesia,"WHO-ILAR COPCORD Coordinator 2001–2005,Head, WHO Collaborating Center, Community-based Epidemiology,Prevention, and Treatment of Rheumatic Disease,Seroja Rheumatic Center,Semarang,",,Orthopaedic,phd (clinician),2,2,2,2,2,The Journal of rheumatology,international - out of asia,Specific- discpline-specific,1,commentary,Public health,Secondary (database),others,prevalence,Secondary data retrieval,1980,2003,16,16 developing  countries  of  asia  and  south  america,,(L) Musculoskeletal,(Z) Social problems,Subjective- other's report,,No intervention
252,"Dass, Deva",1981,The general practitioner--how much psychiatric education?,DevaDass,University of Malaya,Malaysia,,,Psychiatry,"master (non-mmed) eg. mrcp, etc.",1,1,0,0,1,The Medical journal of Malaysia,local - malaysia,General- multidiscplinary,1,commentary,Public health,Opinion,others,prevalence,Secondary data retrieval,,,,,,(P) Psychological,NA,Subjective- other's report,,No intervention
253,DaVanzo J,1988,Infant mortality and socioeconomic development: evidence from Malaysian household data,Julie DaVanzo,"The  Rand Corporation,  1700 Main  Street,Santa Monica,  CA 90406-2138",US,,,Other biomedicals,phd (non-clinician),1,1,1,1,1,Demography,international - out of asia,General- multidiscplinary,2,research - original and reviews,Public health,Secondary (database),quantitative,prevalence,Secondary data retrieval,1976,1977,,"database malaysian  family  life survey (mfls),",Community,"(W) Pregnancy, childbirth, family planning",(Z) Social problems,Subjective- other's report,,No intervention
254,DaviesGN,1976,"An evaluation of proposed revisions to the W.H.O. manual ""Oral Health Surveys-Basic Methods""","G,  W. Davies",Department of Social and  Preventive  Dentistry University  of Queensland Brisbane,Australia,Department of Social and  Preventive  Dentistry University  of Queensland Brisbane,Australia,Public health,"master (non-mmed) eg. mrcp, etc.",2,2,2,2,2,Community dentistry and oral epidemiology,international - out of asia,Specific- discpline-specific,2,research - original and reviews,Public health,"Primary (include case reports, case series)",quantitative,prognostic,Cross-sectional,"May, 1975","June, 1975",,,,(A) General and unspecified,NA,Subjective- self-report,Objective- operator dependence,No intervention
255,Dawood OT,2016,A qualitative study exploring medicines use pattern and practice among general public in Malaysia,Omar Thanoon DAWOOD,Universiti Sains Malaysia,Malaysia,Universiti Sains Malaysia,Malaysia,Pharmacy,md (postgraduate),3,2,1,1,2,Pharmacy Practice (1886-3655),international - out of asia,Specific- discpline-specific,1,research - original and reviews,Public health,"Primary (include case reports, case series)",qualitative,prognostic,Cohort,"April,2015",2016,1,penang,Community,(A) General and unspecified,NA,Subjective- self-report,,No intervention
256,de Bernis L,2003,"Skilled attendants for pregnancy, childbirth and postnatal care",Della R Sherratt,"Department ofReproductive Health andResearch, World HealthOrganization, Geneva,",Switzerland,"Department ofReproductive Health andResearch, World HealthOrganization, Geneva,",Switzerland,Other biomedicals,md (postgraduate),4,1,4,1,1,British Medical Bulletin,international - out of asia,General- multidiscplinary,2,commentary,Public health,Secondary (review),quantitative,prevalence,Secondary data retrieval,,,,,,"(W) Pregnancy, childbirth, family planning",NA,Subjective- other's report,,No intervention
257,DengCT,1996,"An evaluation of the agreement between three peak flow meters: Wright's, Miniwright's, and Pocket, when used in children",C. T. Deng,Universiti Kebangsaan Malaysia,Malaysia,Universiti Kebangsaan Malaysia,Malaysia,Paediatric,master (mmed),2,1,0,0,1,The Journal of asthma : official journal of the Association for the Care of Asthma,international - out of asia,Specific- discpline-specific,1,research - original and reviews,Clinical,"Primary (include case reports, case series)",quantitative,diagnostic,Cohort,,1996,1,pediatric outpatient clinic. hukm,Clinic,(R) Respiratory,NA,Subjective- other's report,Objective- operator dependence,No intervention
258,DengCT,1996,Parental reactions to febrile seizures in Malaysian children,C. T. Deng,Universiti Kebangsaan Malaysia,Malaysia,Universiti Kebangsaan Malaysia,Malaysia,Paediatric,master (mmed),3,1,0,0,1,The Medical Journal Of Malaysia,local - malaysia,General- multidiscplinary,1,research - original and reviews,Public health,"Primary (include case reports, case series)",quantitative,etiologic,Cohort,,1996,1,paediatric wards of universiti kebangsaan malaysia,Hospital,(A) General and unspecified,NA,Subjective- self-report,,No intervention
259,Deva MP,1997,Psychiatry for the general practitioner,Deva MP,University of Malaya,Malaysia,,,Psychiatry,"master (non-mmed) eg. mrcp, etc.",1,1,0,0,1,The Medical Journal Of Malaysia,local - malaysia,General- multidiscplinary,1,commentary,Public health,Secondary (review),others,etiologic,Secondary data retrieval,,,,,,(P) Psychological,NA,Subjective- other's report,,No intervention
260,Devaraj NK,2018,Factors associated with ever used of modern contraception among married men attending a primary healthcare clinic,Syahnaz Mohd Hashim,Universiti Kebangsaan Malaysia,Malaysia,,,Family medicine,not stated,4,1,0,0,3,The Medical journal of Malaysia,local - malaysia,Specific- discpline-specific,1,research - original and reviews,Public health,"Primary (include case reports, case series)",quantitative,prevalence,Cross-sectional,Jan-16,Aug-18,1 semiurban clinic selangor,selangor,Clinic,"(W) Pregnancy, childbirth, family planning",NA,Subjective- self-report,,No intervention
261,Dhabali AA,2011,Clinically important drug–drug interactions in primary care,"A. A. H. Dhabali,",Universiti Sains Malaysia,Malaysia,Universiti Sains Malaysia,Malaysia,Other biomedicals,phd (non-clinician),3,1,1,0,1,Journal of clinical pharmacy and therapeutics.,international - out of asia,Specific- discpline-specific,2,research - original and reviews,Public health,"Primary (include case reports, case series)",quantitative,prevalence,Cohort,01-Jul-14,30-Apr-06,1 hospital,usm,Hospital,(A) General and unspecified,NA,Subjective- other's report,,No intervention
262,Dhabali AA,2010,A medication-estimated health status measure for predicting primary care visits: the Long-Term Therapeutic Groups Index,Abdullah A H Dhabali,Universiti Sains Malaysia,Malaysia,Universiti Sains Malaysia,Malaysia,Other biomedicals,not stated,2,1,0,0,1,Health policy and planning.,international - out of asia,General- multidiscplinary,1,research - original and reviews,Health services,"Primary (include case reports, case series)",quantitative,prevalence,Cohort,01-Jul-04,30-Apr-05,1 hospital,usm,Hospital,(A) General and unspecified,NA,Subjective- other's report,,No intervention
263,Ding CH,2006,Knowledge of diabetes mellitus among diabetic and non-diabetic patients in Klinik Kesihatan Seremban,Ding Cheng Hoe,International Medical University,Malaysia,International Medical University,Malaysia,Family medicine,bachelor,3,2,0,0,1,The Medical journal of Malaysia.,local - malaysia,General- multidiscplinary,1,research - original and reviews,Public health,"Primary (include case reports, case series)",quantitative,prevalence,Cross-sectional,14-Sep-04,15-Sep-04,1 clinic,klinik kesihatan seremban,Clinic,"(T) Endocrine, metabolic and nutritional",NA,Subjective- self-report,,No intervention
264,Diong SH,2014,Quantitation of methadone and metabolite in patients under maintenance treatment,Shiau Hui Diong,University of Malaya,Malaysia,"Drug and Research Unit, Department of Pathology, Hospital Kuala Lumpur, Jalan Pahang, 50586 Kuala Lumpur, Malaysia",Malaysia,Pharmacy,not stated,9,2,0,0,3,Journal of Analytical Toxicology,international - out of asia,Specific- discpline-specific,1,research - original and reviews,Laboratory,"Primary (include case reports, case series)",quantitative,prevalence,Cross-sectional,not stated,2014,3 centres,"mmt at the university malaya medical centre (ummc), hkl, university malaya centre for addiction sciences (umcas) and rehabilitation centre of al-rahman mosque, kuala lumpur",Community,(P) Psychological,NA,,Objective- non-operator-dependence eg. lab analyser,No intervention
265,Draman N,2017,The decision of breastfeeding practices among parents attending primary health care facilities in suburban Malaysia,Noraini Mohamad,Universiti Sains Malaysia,Malaysia,Universiti Sains Malaysia,Malaysia,Family medicine,master (mmed),4,2,0,0,2,Journal of Taibah University Medical Sciences.,international - out of asia,General- multidiscplinary,1,research - original and reviews,Public health,"Primary (include case reports, case series)",quantitative,prevalence,Case-control,not stated,2017,5 health clinics,"district of machang, kelantan",Clinic,"(W) Pregnancy, childbirth, family planning",NA,Subjective- self-report,,No intervention
266,DS Tan,1978,"Enterovirus Survey Before and After Poliomyelitis Vaccination in Kuala Lumpur, Malaysia",DS Tan,"Virus Research Laboratory,
Institute for Medical Research, Kuala Lumpur, Malaysia",Malaysia,,,Other biomedicals,not stated,2,1,0,0,1,Southeast Asian Journal of Tropical Medicine Public Health,regional - within asia,Specific- discpline-specific,2,research - original and reviews,Laboratory,"Primary (include case reports, case series)",quantitative,diagnostic,Cross-sectional,1978,1978,5,kuala lumpur,Hospital,(N) Neurological,NA,,Objective- non-operator-dependence eg. lab analyser,No intervention
267,Dugdale AE.,1969,"The ""built-in failure-rate"" of immunisation at infant-health clinics.",A. E. Dugdale,"Dept. of Child Health, Brisbane Children’s Hospital, Brisbane, Queensland, Australia",Australia,,,Paediatric,md (postgraduate),1,1,1,0,1,"Lancet (London, England)",international - out of asia,General- multidiscplinary,2,research - original and reviews,Public health,"Primary (include case reports, case series)",quantitative,prevalence,Cohort,1960,1965,1 hospital,university hospital of the university of malaya,Hospital,(A) General and unspecified,NA,Subjective- other's report,,No intervention
